Epoch,Phase,Iteration,Accuracy,Loss
400,Training,4000,nan,nan
400,Val,4000,nan,nan
401,Training,4008,nan,nan
401,Val,4008,nan,nan
402,Training,4016,nan,nan
402,Val,4016,nan,nan
403,Training,4024,nan,nan
403,Val,4024,nan,nan
404,Training,4032,nan,nan
404,Val,4032,nan,nan
404,Training,4040,nan,nan
404,Val,4040,nan,nan
405,Training,4048,nan,nan
405,Val,4048,nan,nan
406,Training,4056,nan,nan
406,Val,4056,nan,nan
407,Training,4064,nan,nan
407,Val,4064,nan,nan
408,Training,4072,nan,nan
408,Val,4072,nan,nan
408,Training,4080,nan,nan
408,Val,4080,nan,nan
409,Training,4088,nan,nan
409,Val,4088,nan,nan
410,Training,4096,nan,nan
410,Val,4096,nan,nan
411,Training,4104,nan,nan
411,Val,4104,nan,nan
412,Training,4112,nan,nan
412,Val,4112,nan,nan
412,Training,4120,nan,nan
412,Val,4120,nan,nan
413,Training,4128,nan,nan
413,Val,4128,nan,nan
414,Training,4136,nan,nan
414,Val,4136,nan,nan
415,Training,4144,nan,nan
415,Val,4144,nan,nan
416,Training,4152,nan,nan
416,Val,4152,nan,nan
416,Training,4160,nan,nan
416,Val,4160,nan,nan
417,Training,4168,nan,nan
417,Val,4168,nan,nan
418,Training,4176,nan,nan
418,Val,4176,nan,nan
419,Training,4184,nan,nan
419,Val,4184,nan,nan
420,Training,4192,nan,nan
420,Val,4192,nan,nan
420,Training,4200,nan,nan
420,Val,4200,nan,nan
421,Training,4208,nan,nan
421,Val,4208,nan,nan
422,Training,4216,nan,nan
422,Val,4216,nan,nan
423,Training,4224,nan,nan
423,Val,4224,nan,nan
424,Training,4232,nan,nan
424,Val,4232,nan,nan
424,Training,4240,nan,nan
424,Val,4240,nan,nan
425,Training,4248,nan,nan
425,Val,4248,nan,nan
426,Training,4256,nan,nan
426,Val,4256,nan,nan
427,Training,4264,nan,nan
427,Val,4264,nan,nan
428,Training,4272,nan,nan
428,Val,4272,nan,nan
428,Training,4280,nan,nan
428,Val,4280,nan,nan
429,Training,4288,nan,nan
429,Val,4288,nan,nan
430,Training,4296,nan,nan
430,Val,4296,nan,nan
431,Training,4304,nan,nan
431,Val,4304,nan,nan
432,Training,4312,nan,nan
432,Val,4312,nan,nan
432,Training,4320,nan,nan
432,Val,4320,nan,nan
433,Training,4328,nan,nan
433,Val,4328,nan,nan
434,Training,4336,nan,nan
434,Val,4336,nan,nan
435,Training,4344,nan,nan
435,Val,4344,nan,nan
436,Training,4352,nan,nan
436,Val,4352,nan,nan
436,Training,4360,nan,nan
436,Val,4360,nan,nan
437,Training,4368,nan,nan
437,Val,4368,nan,nan
438,Training,4376,nan,nan
438,Val,4376,nan,nan
439,Training,4384,nan,nan
439,Val,4384,nan,nan
440,Training,4392,nan,nan
440,Val,4392,nan,nan
440,Training,4400,nan,nan
440,Val,4400,nan,nan
441,Training,4408,nan,nan
441,Val,4408,nan,nan
442,Training,4416,nan,nan
442,Val,4416,nan,nan
443,Training,4424,nan,nan
443,Val,4424,nan,nan
444,Training,4432,nan,nan
444,Val,4432,nan,nan
444,Training,4440,nan,nan
444,Val,4440,nan,nan
445,Training,4448,nan,nan
445,Val,4448,nan,nan
446,Training,4456,nan,nan
446,Val,4456,nan,nan
447,Training,4464,nan,nan
447,Val,4464,nan,nan
448,Training,4472,nan,nan
448,Val,4472,nan,nan
448,Training,4480,nan,nan
448,Val,4480,nan,nan
449,Training,4488,nan,nan
449,Val,4488,nan,nan
450,Training,4496,nan,nan
450,Val,4496,nan,nan
451,Training,4504,nan,nan
451,Val,4504,nan,nan
452,Training,4512,nan,nan
452,Val,4512,nan,nan
452,Training,4520,nan,nan
452,Val,4520,nan,nan
453,Training,4528,nan,nan
453,Val,4528,nan,nan
454,Training,4536,nan,nan
454,Val,4536,nan,nan
455,Training,4544,nan,nan
455,Val,4544,nan,nan
456,Training,4552,nan,nan
456,Val,4552,nan,nan
456,Training,4560,nan,nan
456,Val,4560,nan,nan
457,Training,4568,nan,nan
457,Val,4568,nan,nan
458,Training,4576,nan,nan
458,Val,4576,nan,nan
459,Training,4584,nan,nan
459,Val,4584,nan,nan
460,Training,4592,nan,nan
460,Val,4592,nan,nan
460,Training,4600,nan,nan
460,Val,4600,nan,nan
461,Training,4608,nan,nan
461,Val,4608,nan,nan
462,Training,4616,nan,nan
462,Val,4616,nan,nan
463,Training,4624,nan,nan
463,Val,4624,nan,nan
464,Training,4632,nan,nan
464,Val,4632,nan,nan
464,Training,4640,nan,nan
464,Val,4640,nan,nan
465,Training,4648,nan,nan
465,Val,4648,nan,nan
466,Training,4656,nan,nan
466,Val,4656,nan,nan
467,Training,4664,nan,nan
467,Val,4664,nan,nan
468,Training,4672,nan,nan
468,Val,4672,nan,nan
468,Training,4680,nan,nan
468,Val,4680,nan,nan
469,Training,4688,nan,nan
469,Val,4688,nan,nan
470,Training,4696,nan,nan
470,Val,4696,nan,nan
471,Training,4704,nan,nan
471,Val,4704,nan,nan
472,Training,4712,nan,nan
472,Val,4712,nan,nan
472,Training,4720,nan,nan
472,Val,4720,nan,nan
473,Training,4728,nan,nan
473,Val,4728,nan,nan
474,Training,4736,nan,nan
474,Val,4736,nan,nan
475,Training,4744,nan,nan
475,Val,4744,nan,nan
476,Training,4752,nan,nan
476,Val,4752,nan,nan
476,Training,4760,nan,nan
476,Val,4760,nan,nan
477,Training,4768,nan,nan
477,Val,4768,nan,nan
478,Training,4776,nan,nan
478,Val,4776,nan,nan
479,Training,4784,nan,nan
479,Val,4784,nan,nan
480,Training,4792,nan,nan
480,Val,4792,nan,nan
480,Training,4800,nan,nan
480,Val,4800,nan,nan
481,Training,4808,nan,nan
481,Val,4808,nan,nan
482,Training,4816,nan,nan
482,Val,4816,nan,nan
483,Training,4824,nan,nan
483,Val,4824,nan,nan
484,Training,4832,nan,nan
484,Val,4832,nan,nan
484,Training,4840,nan,nan
484,Val,4840,nan,nan
485,Training,4848,nan,nan
485,Val,4848,nan,nan
486,Training,4856,nan,nan
486,Val,4856,nan,nan
487,Training,4864,nan,nan
487,Val,4864,nan,nan
488,Training,4872,nan,nan
488,Val,4872,nan,nan
488,Training,4880,nan,nan
488,Val,4880,nan,nan
489,Training,4888,nan,nan
489,Val,4888,nan,nan
490,Training,4896,nan,nan
490,Val,4896,nan,nan
491,Training,4904,nan,nan
491,Val,4904,nan,nan
492,Training,4912,nan,nan
492,Val,4912,nan,nan
492,Training,4920,nan,nan
492,Val,4920,nan,nan
493,Training,4928,nan,nan
493,Val,4928,nan,nan
494,Training,4936,nan,nan
494,Val,4936,nan,nan
495,Training,4944,nan,nan
495,Val,4944,nan,nan
496,Training,4952,nan,nan
496,Val,4952,nan,nan
496,Training,4960,nan,nan
496,Val,4960,nan,nan
497,Training,4968,nan,nan
497,Val,4968,nan,nan
498,Training,4976,nan,nan
498,Val,4976,nan,nan
499,Training,4984,nan,nan
499,Val,4984,nan,nan
500,Training,4992,nan,nan
500,Val,4992,nan,nan
500,Training,5000,nan,nan
500,Val,5000,nan,nan
501,Training,5008,nan,nan
501,Val,5008,nan,nan
502,Training,5016,nan,nan
502,Val,5016,nan,nan
503,Training,5024,nan,nan
503,Val,5024,nan,nan
504,Training,5032,nan,nan
504,Val,5032,nan,nan
504,Training,5040,nan,nan
504,Val,5040,nan,nan
505,Training,5048,nan,nan
505,Val,5048,nan,nan
506,Training,5056,nan,nan
506,Val,5056,nan,nan
507,Training,5064,nan,nan
507,Val,5064,nan,nan
508,Training,5072,nan,nan
508,Val,5072,nan,nan
508,Training,5080,nan,nan
508,Val,5080,nan,nan
509,Training,5088,nan,nan
509,Val,5088,nan,nan
510,Training,5096,nan,nan
510,Val,5096,nan,nan
511,Training,5104,nan,nan
511,Val,5104,nan,nan
512,Training,5112,nan,nan
512,Val,5112,nan,nan
512,Training,5120,nan,nan
512,Val,5120,nan,nan
513,Training,5128,nan,nan
513,Val,5128,nan,nan
514,Training,5136,nan,nan
514,Val,5136,nan,nan
515,Training,5144,nan,nan
515,Val,5144,nan,nan
516,Training,5152,nan,nan
516,Val,5152,nan,nan
516,Training,5160,nan,nan
516,Val,5160,nan,nan
517,Training,5168,nan,nan
517,Val,5168,nan,nan
518,Training,5176,nan,nan
518,Val,5176,nan,nan
519,Training,5184,nan,nan
519,Val,5184,nan,nan
520,Training,5192,nan,nan
520,Val,5192,nan,nan
520,Training,5200,nan,nan
520,Val,5200,nan,nan
521,Training,5208,nan,nan
521,Val,5208,nan,nan
522,Training,5216,nan,nan
522,Val,5216,nan,nan
523,Training,5224,nan,nan
523,Val,5224,nan,nan
524,Training,5232,nan,nan
524,Val,5232,nan,nan
524,Training,5240,nan,nan
524,Val,5240,nan,nan
525,Training,5248,nan,nan
525,Val,5248,nan,nan
526,Training,5256,nan,nan
526,Val,5256,nan,nan
527,Training,5264,nan,nan
527,Val,5264,nan,nan
528,Training,5272,nan,nan
528,Val,5272,nan,nan
528,Training,5280,nan,nan
528,Val,5280,nan,nan
529,Training,5288,nan,nan
529,Val,5288,nan,nan
530,Training,5296,nan,nan
530,Val,5296,nan,nan
531,Training,5304,nan,nan
531,Val,5304,nan,nan
532,Training,5312,nan,nan
532,Val,5312,nan,nan
532,Training,5320,nan,nan
532,Val,5320,nan,nan
533,Training,5328,nan,nan
533,Val,5328,nan,nan
534,Training,5336,nan,nan
534,Val,5336,nan,nan
535,Training,5344,nan,nan
535,Val,5344,nan,nan
536,Training,5352,nan,nan
536,Val,5352,nan,nan
536,Training,5360,nan,nan
536,Val,5360,nan,nan
537,Training,5368,nan,nan
537,Val,5368,nan,nan
538,Training,5376,nan,nan
538,Val,5376,nan,nan
539,Training,5384,nan,nan
539,Val,5384,nan,nan
540,Training,5392,nan,nan
540,Val,5392,nan,nan
540,Training,5400,nan,nan
540,Val,5400,nan,nan
541,Training,5408,nan,nan
541,Val,5408,nan,nan
542,Training,5416,nan,nan
542,Val,5416,nan,nan
543,Training,5424,nan,nan
543,Val,5424,nan,nan
544,Training,5432,nan,nan
544,Val,5432,nan,nan
544,Training,5440,nan,nan
544,Val,5440,nan,nan
545,Training,5448,nan,nan
545,Val,5448,nan,nan
546,Training,5456,nan,nan
546,Val,5456,nan,nan
547,Training,5464,nan,nan
547,Val,5464,nan,nan
548,Training,5472,nan,nan
548,Val,5472,nan,nan
548,Training,5480,nan,nan
548,Val,5480,nan,nan
549,Training,5488,nan,nan
549,Val,5488,nan,nan
550,Training,5496,nan,nan
550,Val,5496,nan,nan
551,Training,5504,nan,nan
551,Val,5504,nan,nan
552,Training,5512,nan,nan
552,Val,5512,nan,nan
552,Training,5520,nan,nan
552,Val,5520,nan,nan
553,Training,5528,nan,nan
553,Val,5528,nan,nan
554,Training,5536,nan,nan
554,Val,5536,nan,nan
555,Training,5544,nan,nan
555,Val,5544,nan,nan
556,Training,5552,nan,nan
556,Val,5552,nan,nan
556,Training,5560,nan,nan
556,Val,5560,nan,nan
557,Training,5568,nan,nan
557,Val,5568,nan,nan
558,Training,5576,nan,nan
558,Val,5576,nan,nan
559,Training,5584,nan,nan
559,Val,5584,nan,nan
560,Training,5592,nan,nan
560,Val,5592,nan,nan
560,Training,5600,nan,nan
560,Val,5600,nan,nan
561,Training,5608,nan,nan
561,Val,5608,nan,nan
562,Training,5616,nan,nan
562,Val,5616,nan,nan
563,Training,5624,nan,nan
563,Val,5624,nan,nan
564,Training,5632,nan,nan
564,Val,5632,nan,nan
564,Training,5640,nan,nan
564,Val,5640,nan,nan
565,Training,5648,nan,nan
565,Val,5648,nan,nan
566,Training,5656,nan,nan
566,Val,5656,nan,nan
567,Training,5664,nan,nan
567,Val,5664,nan,nan
568,Training,5672,nan,nan
568,Val,5672,nan,nan
568,Training,5680,nan,nan
568,Val,5680,nan,nan
569,Training,5688,nan,nan
569,Val,5688,nan,nan
570,Training,5696,nan,nan
570,Val,5696,nan,nan
571,Training,5704,nan,nan
571,Val,5704,nan,nan
572,Training,5712,nan,nan
572,Val,5712,nan,nan
572,Training,5720,nan,nan
572,Val,5720,nan,nan
573,Training,5728,nan,nan
573,Val,5728,nan,nan
574,Training,5736,nan,nan
574,Val,5736,nan,nan
575,Training,5744,nan,nan
575,Val,5744,nan,nan
576,Training,5752,nan,nan
576,Val,5752,nan,nan
576,Training,5760,nan,nan
576,Val,5760,nan,nan
577,Training,5768,nan,nan
577,Val,5768,nan,nan
578,Training,5776,nan,nan
578,Val,5776,nan,nan
579,Training,5784,nan,nan
579,Val,5784,nan,nan
580,Training,5792,nan,nan
580,Val,5792,nan,nan
580,Training,5800,nan,nan
580,Val,5800,nan,nan
581,Training,5808,nan,nan
581,Val,5808,nan,nan
582,Training,5816,nan,nan
582,Val,5816,nan,nan
583,Training,5824,nan,nan
583,Val,5824,nan,nan
584,Training,5832,nan,nan
584,Val,5832,nan,nan
584,Training,5840,nan,nan
584,Val,5840,nan,nan
585,Training,5848,nan,nan
585,Val,5848,nan,nan
586,Training,5856,nan,nan
586,Val,5856,nan,nan
587,Training,5864,nan,nan
587,Val,5864,nan,nan
588,Training,5872,nan,nan
588,Val,5872,nan,nan
588,Training,5880,nan,nan
588,Val,5880,nan,nan
589,Training,5888,nan,nan
589,Val,5888,nan,nan
590,Training,5896,nan,nan
590,Val,5896,nan,nan
591,Training,5904,nan,nan
591,Val,5904,nan,nan
592,Training,5912,nan,nan
592,Val,5912,nan,nan
592,Training,5920,nan,nan
592,Val,5920,nan,nan
593,Training,5928,nan,nan
593,Val,5928,nan,nan
594,Training,5936,nan,nan
594,Val,5936,nan,nan
595,Training,5944,nan,nan
595,Val,5944,nan,nan
596,Training,5952,nan,nan
596,Val,5952,nan,nan
596,Training,5960,nan,nan
596,Val,5960,nan,nan
597,Training,5968,nan,nan
597,Val,5968,nan,nan
598,Training,5976,nan,nan
598,Val,5976,nan,nan
599,Training,5984,nan,nan
599,Val,5984,nan,nan
600,Training,5992,nan,nan
600,Val,5992,nan,nan
600,Training,6000,nan,nan
600,Val,6000,nan,nan
601,Training,6008,nan,nan
601,Val,6008,nan,nan
602,Training,6016,nan,nan
602,Val,6016,nan,nan
603,Training,6024,nan,nan
603,Val,6024,nan,nan
604,Training,6032,nan,nan
604,Val,6032,nan,nan
604,Training,6040,nan,nan
604,Val,6040,nan,nan
605,Training,6048,nan,nan
605,Val,6048,nan,nan
606,Training,6056,nan,nan
606,Val,6056,nan,nan
607,Training,6064,nan,nan
607,Val,6064,nan,nan
608,Training,6072,nan,nan
608,Val,6072,nan,nan
608,Training,6080,nan,nan
608,Val,6080,nan,nan
609,Training,6088,nan,nan
609,Val,6088,nan,nan
610,Training,6096,nan,nan
610,Val,6096,nan,nan
611,Training,6104,nan,nan
611,Val,6104,nan,nan
612,Training,6112,nan,nan
612,Val,6112,nan,nan
612,Training,6120,nan,nan
612,Val,6120,nan,nan
613,Training,6128,nan,nan
613,Val,6128,nan,nan
614,Training,6136,nan,nan
614,Val,6136,nan,nan
615,Training,6144,nan,nan
615,Val,6144,nan,nan
616,Training,6152,nan,nan
616,Val,6152,nan,nan
616,Training,6160,nan,nan
616,Val,6160,nan,nan
617,Training,6168,nan,nan
617,Val,6168,nan,nan
618,Training,6176,nan,nan
618,Val,6176,nan,nan
619,Training,6184,nan,nan
619,Val,6184,nan,nan
620,Training,6192,nan,nan
620,Val,6192,nan,nan
620,Training,6200,nan,nan
620,Val,6200,nan,nan
621,Training,6208,nan,nan
621,Val,6208,nan,nan
622,Training,6216,nan,nan
622,Val,6216,nan,nan
623,Training,6224,nan,nan
623,Val,6224,nan,nan
624,Training,6232,nan,nan
624,Val,6232,nan,nan
624,Training,6240,nan,nan
624,Val,6240,nan,nan
625,Training,6248,nan,nan
625,Val,6248,nan,nan
626,Training,6256,nan,nan
626,Val,6256,nan,nan
627,Training,6264,nan,nan
627,Val,6264,nan,nan
628,Training,6272,nan,nan
628,Val,6272,nan,nan
628,Training,6280,nan,nan
628,Val,6280,nan,nan
629,Training,6288,nan,nan
629,Val,6288,nan,nan
630,Training,6296,nan,nan
630,Val,6296,nan,nan
631,Training,6304,nan,nan
631,Val,6304,nan,nan
632,Training,6312,nan,nan
632,Val,6312,nan,nan
632,Training,6320,nan,nan
632,Val,6320,nan,nan
633,Training,6328,nan,nan
633,Val,6328,nan,nan
634,Training,6336,nan,nan
634,Val,6336,nan,nan
635,Training,6344,nan,nan
635,Val,6344,nan,nan
636,Training,6352,nan,nan
636,Val,6352,nan,nan
636,Training,6360,nan,nan
636,Val,6360,nan,nan
637,Training,6368,nan,nan
637,Val,6368,nan,nan
638,Training,6376,nan,nan
638,Val,6376,nan,nan
639,Training,6384,nan,nan
639,Val,6384,nan,nan
640,Training,6392,nan,nan
640,Val,6392,nan,nan
640,Training,6400,nan,nan
640,Val,6400,nan,nan
641,Training,6408,nan,nan
641,Val,6408,nan,nan
642,Training,6416,nan,nan
642,Val,6416,nan,nan
643,Training,6424,nan,nan
643,Val,6424,nan,nan
644,Training,6432,nan,nan
644,Val,6432,nan,nan
644,Training,6440,nan,nan
644,Val,6440,nan,nan
645,Training,6448,nan,nan
645,Val,6448,nan,nan
646,Training,6456,nan,nan
646,Val,6456,nan,nan
647,Training,6464,nan,nan
647,Val,6464,nan,nan
648,Training,6472,nan,nan
648,Val,6472,nan,nan
648,Training,6480,nan,nan
648,Val,6480,nan,nan
649,Training,6488,nan,nan
649,Val,6488,nan,nan
650,Training,6496,nan,nan
650,Val,6496,nan,nan
651,Training,6504,nan,nan
651,Val,6504,nan,nan
652,Training,6512,nan,nan
652,Val,6512,nan,nan
652,Training,6520,nan,nan
652,Val,6520,nan,nan
653,Training,6528,nan,nan
653,Val,6528,nan,nan
654,Training,6536,nan,nan
654,Val,6536,nan,nan
655,Training,6544,nan,nan
655,Val,6544,nan,nan
656,Training,6552,nan,nan
656,Val,6552,nan,nan
656,Training,6560,nan,nan
656,Val,6560,nan,nan
657,Training,6568,nan,nan
657,Val,6568,nan,nan
658,Training,6576,nan,nan
658,Val,6576,nan,nan
659,Training,6584,nan,nan
659,Val,6584,nan,nan
660,Training,6592,nan,nan
660,Val,6592,nan,nan
660,Training,6600,nan,nan
660,Val,6600,nan,nan
661,Training,6608,nan,nan
661,Val,6608,nan,nan
662,Training,6616,nan,nan
662,Val,6616,nan,nan
663,Training,6624,nan,nan
663,Val,6624,nan,nan
664,Training,6632,nan,nan
664,Val,6632,nan,nan
664,Training,6640,nan,nan
664,Val,6640,nan,nan
665,Training,6648,nan,nan
665,Val,6648,nan,nan
666,Training,6656,nan,nan
666,Val,6656,nan,nan
667,Training,6664,nan,nan
667,Val,6664,nan,nan
668,Training,6672,nan,nan
668,Val,6672,nan,nan
668,Training,6680,nan,nan
668,Val,6680,nan,nan
669,Training,6688,nan,nan
669,Val,6688,nan,nan
670,Training,6696,nan,nan
670,Val,6696,nan,nan
671,Training,6704,nan,nan
671,Val,6704,nan,nan
672,Training,6712,nan,nan
672,Val,6712,nan,nan
672,Training,6720,nan,nan
672,Val,6720,nan,nan
673,Training,6728,nan,nan
673,Val,6728,nan,nan
674,Training,6736,nan,nan
674,Val,6736,nan,nan
675,Training,6744,nan,nan
675,Val,6744,nan,nan
676,Training,6752,nan,nan
676,Val,6752,nan,nan
676,Training,6760,nan,nan
676,Val,6760,nan,nan
677,Training,6768,nan,nan
677,Val,6768,nan,nan
678,Training,6776,nan,nan
678,Val,6776,nan,nan
679,Training,6784,nan,nan
679,Val,6784,nan,nan
680,Training,6792,nan,nan
680,Val,6792,nan,nan
680,Training,6800,nan,nan
680,Val,6800,nan,nan
681,Training,6808,nan,nan
681,Val,6808,nan,nan
682,Training,6816,nan,nan
682,Val,6816,nan,nan
683,Training,6824,nan,nan
683,Val,6824,nan,nan
684,Training,6832,nan,nan
684,Val,6832,nan,nan
684,Training,6840,nan,nan
684,Val,6840,nan,nan
685,Training,6848,nan,nan
685,Val,6848,nan,nan
686,Training,6856,nan,nan
686,Val,6856,nan,nan
687,Training,6864,nan,nan
687,Val,6864,nan,nan
688,Training,6872,nan,nan
688,Val,6872,nan,nan
688,Training,6880,nan,nan
688,Val,6880,nan,nan
689,Training,6888,nan,nan
689,Val,6888,nan,nan
690,Training,6896,nan,nan
690,Val,6896,nan,nan
691,Training,6904,nan,nan
691,Val,6904,nan,nan
692,Training,6912,nan,nan
692,Val,6912,nan,nan
692,Training,6920,nan,nan
692,Val,6920,nan,nan
693,Training,6928,nan,nan
693,Val,6928,nan,nan
694,Training,6936,nan,nan
694,Val,6936,nan,nan
695,Training,6944,nan,nan
695,Val,6944,nan,nan
696,Training,6952,nan,nan
696,Val,6952,nan,nan
696,Training,6960,nan,nan
696,Val,6960,nan,nan
697,Training,6968,nan,nan
697,Val,6968,nan,nan
698,Training,6976,nan,nan
698,Val,6976,nan,nan
699,Training,6984,nan,nan
699,Val,6984,nan,nan
700,Training,6992,nan,nan
700,Val,6992,nan,nan
700,Training,7000,nan,nan
700,Val,7000,nan,nan
701,Training,7008,nan,nan
701,Val,7008,nan,nan
702,Training,7016,nan,nan
702,Val,7016,nan,nan
703,Training,7024,nan,nan
703,Val,7024,nan,nan
704,Training,7032,nan,nan
704,Val,7032,nan,nan
704,Training,7040,nan,nan
704,Val,7040,nan,nan
705,Training,7048,nan,nan
705,Val,7048,nan,nan
706,Training,7056,nan,nan
706,Val,7056,nan,nan
707,Training,7064,nan,nan
707,Val,7064,nan,nan
708,Training,7072,nan,nan
708,Val,7072,nan,nan
708,Training,7080,nan,nan
708,Val,7080,nan,nan
709,Training,7088,nan,nan
709,Val,7088,nan,nan
710,Training,7096,nan,nan
710,Val,7096,nan,nan
711,Training,7104,nan,nan
711,Val,7104,nan,nan
712,Training,7112,nan,nan
712,Val,7112,nan,nan
712,Training,7120,nan,nan
712,Val,7120,nan,nan
713,Training,7128,nan,nan
713,Val,7128,nan,nan
714,Training,7136,nan,nan
714,Val,7136,nan,nan
715,Training,7144,nan,nan
715,Val,7144,nan,nan
716,Training,7152,nan,nan
716,Val,7152,nan,nan
716,Training,7160,nan,nan
716,Val,7160,nan,nan
717,Training,7168,nan,nan
717,Val,7168,nan,nan
718,Training,7176,nan,nan
718,Val,7176,nan,nan
719,Training,7184,nan,nan
719,Val,7184,nan,nan
720,Training,7192,nan,nan
720,Val,7192,nan,nan
720,Training,7200,nan,nan
720,Val,7200,nan,nan
721,Training,7208,nan,nan
721,Val,7208,nan,nan
722,Training,7216,nan,nan
722,Val,7216,nan,nan
723,Training,7224,nan,nan
723,Val,7224,nan,nan
724,Training,7232,nan,nan
724,Val,7232,nan,nan
724,Training,7240,nan,nan
724,Val,7240,nan,nan
725,Training,7248,nan,nan
725,Val,7248,nan,nan
726,Training,7256,nan,nan
726,Val,7256,nan,nan
727,Training,7264,nan,nan
727,Val,7264,nan,nan
728,Training,7272,nan,nan
728,Val,7272,nan,nan
728,Training,7280,nan,nan
728,Val,7280,nan,nan
729,Training,7288,nan,nan
729,Val,7288,nan,nan
730,Training,7296,nan,nan
730,Val,7296,nan,nan
731,Training,7304,nan,nan
731,Val,7304,nan,nan
732,Training,7312,nan,nan
732,Val,7312,nan,nan
732,Training,7320,nan,nan
732,Val,7320,nan,nan
733,Training,7328,nan,nan
733,Val,7328,nan,nan
734,Training,7336,nan,nan
734,Val,7336,nan,nan
735,Training,7344,nan,nan
735,Val,7344,nan,nan
736,Training,7352,nan,nan
736,Val,7352,nan,nan
736,Training,7360,nan,nan
736,Val,7360,nan,nan
737,Training,7368,nan,nan
737,Val,7368,nan,nan
738,Training,7376,nan,nan
738,Val,7376,nan,nan
739,Training,7384,nan,nan
739,Val,7384,nan,nan
740,Training,7392,nan,nan
740,Val,7392,nan,nan
740,Training,7400,nan,nan
740,Val,7400,nan,nan
741,Training,7408,nan,nan
741,Val,7408,nan,nan
742,Training,7416,nan,nan
742,Val,7416,nan,nan
743,Training,7424,nan,nan
743,Val,7424,nan,nan
744,Training,7432,nan,nan
744,Val,7432,nan,nan
744,Training,7440,nan,nan
744,Val,7440,nan,nan
745,Training,7448,nan,nan
745,Val,7448,nan,nan
746,Training,7456,nan,nan
746,Val,7456,nan,nan
747,Training,7464,nan,nan
747,Val,7464,nan,nan
748,Training,7472,nan,nan
748,Val,7472,nan,nan
748,Training,7480,nan,nan
748,Val,7480,nan,nan
749,Training,7488,nan,nan
749,Val,7488,nan,nan
750,Training,7496,nan,nan
750,Val,7496,nan,nan
751,Training,7504,nan,nan
751,Val,7504,nan,nan
752,Training,7512,nan,nan
752,Val,7512,nan,nan
752,Training,7520,nan,nan
752,Val,7520,nan,nan
753,Training,7528,nan,nan
753,Val,7528,nan,nan
754,Training,7536,nan,nan
754,Val,7536,nan,nan
755,Training,7544,nan,nan
755,Val,7544,nan,nan
756,Training,7552,nan,nan
756,Val,7552,nan,nan
756,Training,7560,nan,nan
756,Val,7560,nan,nan
757,Training,7568,nan,nan
757,Val,7568,nan,nan
758,Training,7576,nan,nan
758,Val,7576,nan,nan
759,Training,7584,nan,nan
759,Val,7584,nan,nan
760,Training,7592,nan,nan
760,Val,7592,nan,nan
760,Training,7600,nan,nan
760,Val,7600,nan,nan
761,Training,7608,nan,nan
761,Val,7608,nan,nan
762,Training,7616,nan,nan
762,Val,7616,nan,nan
763,Training,7624,nan,nan
763,Val,7624,nan,nan
764,Training,7632,nan,nan
764,Val,7632,nan,nan
764,Training,7640,nan,nan
764,Val,7640,nan,nan
765,Training,7648,nan,nan
765,Val,7648,nan,nan
766,Training,7656,nan,nan
766,Val,7656,nan,nan
767,Training,7664,nan,nan
767,Val,7664,nan,nan
768,Training,7672,nan,nan
768,Val,7672,nan,nan
768,Training,7680,nan,nan
768,Val,7680,nan,nan
769,Training,7688,nan,nan
769,Val,7688,nan,nan
770,Training,7696,nan,nan
770,Val,7696,nan,nan
771,Training,7704,nan,nan
771,Val,7704,nan,nan
772,Training,7712,nan,nan
772,Val,7712,nan,nan
772,Training,7720,nan,nan
772,Val,7720,nan,nan
773,Training,7728,nan,nan
773,Val,7728,nan,nan
774,Training,7736,nan,nan
774,Val,7736,nan,nan
775,Training,7744,nan,nan
775,Val,7744,nan,nan
776,Training,7752,nan,nan
776,Val,7752,nan,nan
776,Training,7760,nan,nan
776,Val,7760,nan,nan
777,Training,7768,nan,nan
777,Val,7768,nan,nan
778,Training,7776,nan,nan
778,Val,7776,nan,nan
779,Training,7784,nan,nan
779,Val,7784,nan,nan
780,Training,7792,nan,nan
780,Val,7792,nan,nan
780,Training,7800,nan,nan
780,Val,7800,nan,nan
781,Training,7808,nan,nan
781,Val,7808,nan,nan
782,Training,7816,nan,nan
782,Val,7816,nan,nan
783,Training,7824,nan,nan
783,Val,7824,nan,nan
784,Training,7832,nan,nan
784,Val,7832,nan,nan
784,Training,7840,nan,nan
784,Val,7840,nan,nan
785,Training,7848,nan,nan
785,Val,7848,nan,nan
786,Training,7856,nan,nan
786,Val,7856,nan,nan
787,Training,7864,nan,nan
787,Val,7864,nan,nan
788,Training,7872,nan,nan
788,Val,7872,nan,nan
788,Training,7880,nan,nan
788,Val,7880,nan,nan
789,Training,7888,nan,nan
789,Val,7888,nan,nan
790,Training,7896,nan,nan
790,Val,7896,nan,nan
791,Training,7904,nan,nan
791,Val,7904,nan,nan
792,Training,7912,nan,nan
792,Val,7912,nan,nan
792,Training,7920,nan,nan
792,Val,7920,nan,nan
793,Training,7928,nan,nan
793,Val,7928,nan,nan
794,Training,7936,nan,nan
794,Val,7936,nan,nan
795,Training,7944,nan,nan
795,Val,7944,nan,nan
796,Training,7952,nan,nan
796,Val,7952,nan,nan
796,Training,7960,nan,nan
796,Val,7960,nan,nan
797,Training,7968,nan,nan
797,Val,7968,nan,nan
798,Training,7976,nan,nan
798,Val,7976,nan,nan
799,Training,7984,nan,nan
799,Val,7984,nan,nan
